id_cliente,nombre,email,pais,ciudad,fecha_cumpleaños
602,Rosalinda Sureda Cáceres,jessica17@duran.com,Colombia,Bucaramanga,3/11/1987
603,Encarnacion Guitart Gallart,palmersocorro@palau-cuadrado.com,Colombia,Barranquilla,12/11/1963
604,Irene Carbonell González,amandajorda@padilla-artigas.org,Colombia,Barranquilla,9/8/1994
605,Nayara Aránzazu Ayuso Río,camachomerche@hotmail.com,Colombia,Bogotá,22/5/1962
606,Aránzazu Diego,visitacionpardo@manzano.es,Colombia,Medellín,15/4/1966
607,Moisés Parra Nadal,franchvalentin@agudo-higueras.es,Colombia,Bucaramanga,24/11/1993
608,Aristides Larrañaga Perales,eva32@hotmail.com,Colombia,Bogotá,22/1/1975
609,Salvador Romeu Reyes,yvillalonga@hotmail.com,Colombia,Bucaramanga,25/8/1989
610,Rogelio Agustín Villar,neiramaxi@cordoba-roura.com,Colombia,Medellín,20/1/1962
611,Vito Barco Vizcaíno,rquesada@hotmail.com,Colombia,Medellín,16/11/1980
612,Adelia Losa Álamo,psalmeron@salamanca.es,Colombia,Medellín,15/12/1972
613,Aristides Alejandro Nadal Porta,ignacio18@miguel.com,Colombia,Medellín,10/4/1996
614,Dora Hernández-Mateu,barredaprudencia@yahoo.com,Colombia,Bogotá,24/1/1994
615,Beatriz Asenjo Casanovas,constanza07@yahoo.com,Colombia,Barranquilla,9/2/1999
616,Oriana Guillen-Ordóñez,griselda92@hotmail.com,Colombia,Barranquilla,19/5/1976
617,Fernando Villalonga Fernández,jcabanas@hotmail.com,Colombia,Cali,8/2/1965
618,Américo Rodríguez Castillo,victor-manuelbermejo@yahoo.com,Colombia,Cali,27/7/1997
619,Reyes Prat,croda@hotmail.com,Colombia,Bogotá,26/11/1987
620,Calixto Vega Castejón,tcastello@hotmail.com,Colombia,Barranquilla,1/1/1974
621,Juana Antúnez Crespo,realdamian@gmail.com,Colombia,Bucaramanga,28/3/1979
622,Juan Carlos Coronado Carranza,reinaldo44@yahoo.com,Colombia,Barranquilla,3/4/1969
623,Ruben Robles Atienza,ildefonso27@gmail.com,Colombia,Barranquilla,4/4/1983
624,Trinidad Arribas Rios,clarisa75@yahoo.com,Colombia,Bogotá,30/9/2000
625,Rico Chacón Vargas,jsanchez@hotmail.com,Colombia,Bogotá,17/1/2002
626,Guadalupe Gala Guerrero Prats,salazarmagdalena@yahoo.com,Colombia,Medellín,21/3/1961
627,Mayte Mendizábal-Casals,esperanzabaena@velez.com,Colombia,Bucaramanga,22/9/1995
628,Agapito Llopis Fuster,zblazquez@montes.es,Colombia,Medellín,9/4/1989
629,Hipólito Amador Álvarez,fjimenez@gmail.com,Colombia,Barranquilla,22/12/1970
630,Calixto Ciriaco Jaume Borrás,saturnino20@morell.com,Colombia,Barranquilla,2/4/1966
631,Bibiana Rey Morante,dcarrillo@gmail.com,Colombia,Cali,27/2/2000
632,Cándida Ureña-Verdugo,leonbenjamin@yahoo.com,Colombia,Bucaramanga,26/3/1987
633,Jose Antonio Andres Ramón,leoncasandra@cadenas.org,Colombia,Medellín,29/3/1965
634,Clara Cisneros,merchehigueras@hotmail.com,Colombia,Bogotá,10/4/1990
635,Aarón Sobrino Mancebo,barrenaafrica@llano-iglesia.es,Colombia,Barranquilla,4/1/1974
636,Sol Vicens-Lucena,mamenbecerra@borras-prats.com,Colombia,Bucaramanga,26/5/1997
637,Valentín Rosales-Galvez,fabiola47@yahoo.com,Colombia,Bogotá,2/6/1981
638,Clementina Segura Moya,flaviaabril@tamayo.com,Colombia,Barranquilla,5/12/2006
639,Rafaela Pozo Bertrán,salgadohortensia@osorio.es,Colombia,Cali,18/12/2006
640,Bernabé Sevillano Pellicer,oagusti@aller.net,Colombia,Bucaramanga,29/1/2002
641,Sancho Plinio Giner Guillén,angelino47@hotmail.com,Colombia,Bogotá,15/11/1972
642,Aura Lobato Vall,carminaferrer@hotmail.com,Colombia,Cali,22/7/1999
643,Ramón Bas Castejón,socorrozabala@hotmail.com,Colombia,Bucaramanga,1/9/2005
644,Osvaldo Iriarte Santiago,uazorin@ramirez-lledo.com,Colombia,Medellín,17/2/1984
645,Purificación Arranz,lobozaida@sanchez-molina.com,Colombia,Barranquilla,23/4/1982
646,Valerio Amaya Gonzalez,iborraharoldo@gmail.com,Colombia,Medellín,22/10/1963
647,Alberto Tena Rosales,priscila43@saenz.es,Colombia,Bucaramanga,23/11/1994
648,Angelino del Bustos,boadabenjamin@gmail.com,Colombia,Bogotá,18/9/2006
649,Rosendo Castell Barrio,mataemiliana@hotmail.com,Colombia,Barranquilla,17/6/1966
650,Lino Azorin Mariño,nbaez@yahoo.com,Colombia,Barranquilla,4/6/2004
651,Adelina Jenny Plana Simó,nicolasflorina@hotmail.com,Colombia,Cali,23/9/1994
652,Maristela Fernández Campoy,bauzadorita@cases.org,Colombia,Medellín,16/4/1992
653,Isidora Cayetana Herrero Cervantes,castellmateo@ruano.org,Colombia,Medellín,26/6/1991
654,Marcial Francisco Javier Manuel Peinado,baudeliogamez@ballester.net,Colombia,Bucaramanga,24/3/1973
655,Francisco Fajardo Tamarit,reyes99@yahoo.com,Colombia,Bucaramanga,22/11/1981
656,Baldomero Santos Arnal,zoraidaacevedo@hotmail.com,Colombia,Bogotá,15/3/1975
657,Matilde Garcés Haro,noemi63@yahoo.com,Colombia,Bogotá,21/3/1984
658,Angelino Pallarès Andrés,luis-angelsacristan@palomino.com,Colombia,Bucaramanga,12/11/1978
659,Damián Juárez Dávila,gasparferrandez@gmail.com,Colombia,Bogotá,2/6/1966
660,Severo Cervantes Pinilla,humberto47@pelayo.com,Colombia,Bogotá,24/12/1963
661,Calixto Castrillo Falcó,uperello@roman.net,Colombia,Bogotá,22/8/1969
662,Delia Baeza Losada,ugallart@sosa.com,Colombia,Cali,10/12/1985
663,Florentina Valenzuela,modestopereira@hotmail.com,Colombia,Bucaramanga,15/3/1993
664,Edelmira Quero Arce,teresafranco@guitart-priego.net,Colombia,Bogotá,11/3/1985
665,Camila Perelló-Iñiguez,maricruzblasco@sales-villena.es,Colombia,Cali,1/5/1962
666,Loida Navarrete Rojas,arosell@yahoo.com,Colombia,Medellín,9/2/1978
667,Aitana Escobar Sala,filomena15@marino.com,Colombia,Barranquilla,24/3/1966
668,Andrés Felipe Palomino Arenas,haroldo54@llobet-farre.com,Colombia,Medellín,29/11/1979
669,Sergio Fulgencio Quintero Ramirez,wvila@puga.net,Colombia,Barranquilla,9/6/1975
670,Maristela Solís,maxima15@gmail.com,Colombia,Cali,10/1/2007
671,Clementina Ródenas Sandoval,emilio92@agusti-valero.es,Colombia,Barranquilla,20/1/1988
672,Noelia Quintanilla Marí,antonagata@gmail.com,Colombia,Bucaramanga,13/3/1998
673,Zaira María Fernanda Portillo Piquer,ibartolome@fabra-taboada.com,Colombia,Bucaramanga,4/4/1990
674,Arturo Che Calvet Elías,lamor@banos.org,Colombia,Barranquilla,5/5/1979
675,Anastasia Sanz,aura02@reig-portillo.com,Colombia,Barranquilla,14/1/1996
676,Judith Bayona Porcel,sabinafuster@rosell-taboada.com,Colombia,Bucaramanga,5/5/1973
677,Otilia Segarra,adrianclavero@yahoo.com,Colombia,Bucaramanga,9/9/2000
678,Juan José del Tudela,variza@gmail.com,Colombia,Medellín,1/8/1990
679,Odalis Martorell Portillo,libanez@rosales.com,Colombia,Medellín,27/1/2007
680,Dimas Cruz Llanos,gayavioleta@yahoo.com,Colombia,Bucaramanga,24/2/1997
681,Gerónimo Benito Calzada,ksanmartin@yahoo.com,Colombia,Bogotá,27/7/1962
682,Alba Beltran Serrano,marcia63@yahoo.com,Colombia,Cali,1/8/1976
683,Pedro Cerezo Morillo,eserra@gmail.com,Colombia,Medellín,26/4/1989
684,Jonatan Lorenzo Cuéllar,cabreragalo@casanova-portillo.com,Colombia,Cali,17/4/1960
685,Carmelo Saez-Palma,lidiaaramburu@garzon.com,Colombia,Medellín,6/7/1980
686,Amaya Acuña Atienza,ursulaiborra@yahoo.com,Colombia,Barranquilla,1/10/1965
687,Humberto Anaya Alcaraz,irmabarroso@gmail.com,Colombia,Cali,21/9/2004
688,Porfirio Diego Arregui,morillomohamed@hotmail.com,Colombia,Barranquilla,16/8/1973
689,Gertrudis del Carrillo,curropalacios@duran-alcolea.es,Colombia,Barranquilla,6/1/1986
690,Jenaro Gimeno,florentina95@bautista.es,Colombia,Medellín,13/4/2000
691,Aroa Duarte Infante,evangelina62@echevarria-monreal.es,Colombia,Bogotá,24/9/1960
692,Zaida Marisol Sanchez Piñeiro,guerreroalfonso@casanova.es,Colombia,Bogotá,7/12/1964
693,Bruno Perera Valenzuela,evaristopena@gmail.com,Colombia,Barranquilla,25/3/2000
694,Pepita Mulet Cañete,fidela08@yahoo.com,Colombia,Bucaramanga,21/2/1961
695,Teo del Noriega,calistabalaguer@hurtado.es,Colombia,Bucaramanga,22/5/2002
696,Anacleto Tur Becerra,cidhernando@bravo.net,Colombia,Medellín,6/11/1964
697,Paola Solera Merino,jose-ignaciorodrigo@ibarra.org,Colombia,Cali,27/3/1973
698,Tomás Teruel-Bernal,kpina@yahoo.com,Colombia,Medellín,1/12/1993
699,Paulina Iris Costa Toledo,froma@corominas-echevarria.org,Colombia,Barranquilla,5/5/1980
700,Elodia Perez Terrón,elias73@falco.com,Colombia,Bogotá,23/1/1987
701,Gertrudis Perea Plana,felipa91@yahoo.com,Colombia,Barranquilla,19/9/1985
702,Candelas Ferrera-Rubio,araceli75@hotmail.com,Colombia,Barranquilla,2/10/1985
703,Paulina Huerta Herrera,pardoevangelina@hotmail.com,Colombia,Medellín,30/10/2004
704,Eladio Sarabia Colom,eligiacuellar@gmail.com,Colombia,Bogotá,24/10/1965
705,Gisela Bernat Villegas,bdaza@matas-valle.es,Colombia,Cali,17/7/1987
706,Baltasar Ocaña Clavero,marianelapuig@hotmail.com,Colombia,Bogotá,28/12/1970
707,Abigaíl Caballero Becerra,umaldonado@yahoo.com,Colombia,Bucaramanga,10/1/1985
708,Pastor Cañizares Figuerola,anicanet@yahoo.com,Colombia,Bucaramanga,16/3/1973
709,Reinaldo España Feliu,osaez@hotmail.com,Colombia,Medellín,2/11/1970
710,Eugenio Boada Pina,bernardo50@guitart.com,Colombia,Bucaramanga,21/8/1977
711,Nazaret Arnaiz Caballero,penaelisa@larranaga.es,Colombia,Bogotá,5/10/1984
712,Estela Heras Paniagua,wbarcelo@yahoo.com,Colombia,Cali,16/8/1990
713,Paola Chamorro Amigó,juana35@talavera-villa.es,Colombia,Bucaramanga,14/12/2002
714,Adriana Palomino Arroyo,mguillen@yahoo.com,Colombia,Cali,21/3/2001
715,Félix Roman Tamayo,mmarin@clemente.com,Colombia,Bogotá,16/6/1965
716,Sigfrido Nicodemo Solera Diéguez,toledogloria@hotmail.com,Colombia,Cali,7/12/1973
717,Renato Borrás Camacho,cuetoursula@yahoo.com,Colombia,Cali,11/8/1978
718,Plácido del Tamayo,agatatellez@mendez.com,Colombia,Medellín,2/7/1985
719,Tatiana del Guijarro,david41@borrell.net,Colombia,Bucaramanga,22/7/1984
720,Teodosio Millán Pinto,bernabe98@pons.es,Colombia,Medellín,4/10/2005
721,Juan Bautista Girona Campillo,sernamaximiano@gmail.com,Colombia,Barranquilla,18/7/1993
722,Brunilda Luque Coello,martin81@tejera-garriga.es,Colombia,Barranquilla,2/3/1985
723,Sandalio Mínguez Corominas,juanitabadia@torrent.es,Colombia,Barranquilla,13/5/1970
724,Leocadio Poza Nebot,wolive@yahoo.com,Colombia,Bucaramanga,14/6/1995
725,Epifanio Pablo Ferrero Prada,moisesbalaguer@mateu.com,Colombia,Barranquilla,12/5/1992
726,Vidal Camilo Gallego Gibert,paredeslucila@cal.es,Colombia,Bogotá,25/1/1966
727,Juana Escobar Badía,dorita62@quintero.com,Colombia,Bucaramanga,12/10/1992
728,Omar Marc Duque Perez,rpina@salgado.com,Colombia,Bucaramanga,2/11/1967
729,Miguela Vergara Gomila,sllanos@busquets.es,Colombia,Medellín,1/6/1998
730,Augusto Morell Bartolomé,zaller@torres.com,Colombia,Bucaramanga,8/7/1967
731,Tomás Escolano Adadia,donato02@hotmail.com,Colombia,Bogotá,2/7/1970
732,Lisandro Jerez Arana,velascomarc@duarte-rocha.com,Colombia,Bogotá,3/9/1962
733,Yolanda Marcos,coronatrujillo@hotmail.com,Colombia,Bucaramanga,29/6/1983
734,Lupita Lina Gallego Cabeza,angelinofabra@mari.com,Colombia,Medellín,19/12/1983
735,Bernardo Roca-Benavente,rico26@yahoo.com,Colombia,Bucaramanga,27/7/2005
736,Nélida Clemente Frías,evita35@vidal.com,Colombia,Cali,14/1/1989
737,Alba Huertas Berenguer,canetisaura@hotmail.com,Colombia,Bogotá,11/12/1981
738,Gerardo Múgica Llano,leocadioagustin@pi.es,Colombia,Medellín,8/12/1967
739,Juan José Medina Tovar,juanita94@linares.com,Colombia,Cali,15/1/1986
740,Francisco Jose Quevedo Tapia,agapito82@cases.org,Colombia,Cali,11/1/2003
741,Olga Ibañez Ripoll,valentinotero@yahoo.com,Colombia,Cali,22/8/1988
742,Paca Granados,mayoralsantos@yahoo.com,Colombia,Medellín,9/12/1964
743,Pánfilo Heredia Bueno,blazquezmar@urena-alarcon.es,Colombia,Cali,29/5/1993
744,Noa Casanovas,falconvisitacion@hotmail.com,Colombia,Bucaramanga,13/6/1988
745,Pilar del Hidalgo,rdomingo@gomila.es,Colombia,Bucaramanga,29/7/1983
746,Héctor Valbuena Pinilla,daniel53@carranza.es,Colombia,Bucaramanga,11/1/1974
747,Rafa Prada Gelabert,sierratecla@hotmail.com,Colombia,Barranquilla,28/9/1983
748,Mario Seguí Moya,custodio05@hotmail.com,Colombia,Barranquilla,28/8/1983
749,Aureliano Rosa Téllez,angelaroa@reig.es,Colombia,Medellín,19/3/2004
750,Daniel Sosa-Prats,panfilo62@hotmail.com,Colombia,Bucaramanga,17/5/1989
751,Candelaria Chaves Otero,palomarsol@hotmail.com,Colombia,Bogotá,6/6/1972
752,Alex Bonifacio Prat Robledo,cuetogriselda@gmail.com,Colombia,Bucaramanga,14/8/1977
753,Humberto Torrijos Valbuena,maricruz68@porcel.com,Colombia,Bucaramanga,12/2/1970
754,Leyre Alcalde Guzmán,timoteo90@tenorio-mancebo.org,Colombia,Medellín,20/9/1988
755,Martin de Vidal,lisandrocardona@huertas-romeu.net,Colombia,Medellín,18/7/1966
756,María Jesús Escudero,jenarocarreno@quero.org,Colombia,Cali,16/7/1988
757,Mario Flores Bou,hramon@guardia-girona.es,Colombia,Bogotá,15/9/1963
758,Inmaculada Aznar,leonprudencio@yahoo.com,Colombia,Barranquilla,25/12/1987
759,Feliciano de Espada,azoringertrudis@montoya.es,Colombia,Barranquilla,22/5/1966
760,Catalina Iniesta Tur,marco11@hotmail.com,Colombia,Cali,29/1/1997
761,Fito Palomo Pardo,florentinallorente@gmail.com,Colombia,Barranquilla,8/10/1966
762,Maxi Carreño Armengol,juliesalinas@benavides.es,Colombia,Barranquilla,20/10/1991
763,Juanito Corral,gregorioripoll@iriarte.es,Colombia,Barranquilla,20/2/1964
764,Hortensia Zabaleta Vara,elenalledo@castello.com,Colombia,Bogotá,31/7/1986
765,Noa Vilanova Benavides,yvergara@portero.net,Colombia,Barranquilla,2/6/1970
766,Concha Agullo-Vilalta,marcio34@hotmail.com,Colombia,Medellín,21/8/1967
767,Dani Arroyo Gárate,colomersol@yahoo.com,Colombia,Bucaramanga,14/1/1963
768,Sergio de Carmona,evelia95@blanco-laguna.com,Colombia,Medellín,7/8/1979
769,Amparo Alarcón Pagès,gabriel40@camino.net,Colombia,Barranquilla,6/8/1981
770,Cristian Prats-Cortés,lunaroura@yahoo.com,Colombia,Medellín,27/11/1965
771,Carolina Segovia Esteban,clotildetrujillo@escribano.org,Colombia,Medellín,10/5/1986
772,Cecilia Anastasia Clemente Bello,walterquevedo@gmail.com,Colombia,Medellín,2/5/1960
773,Armida Florinda Plana Almansa,arranzeligio@blanes.com,Colombia,Cali,3/3/1960
774,Kike Nevado Blázquez,alexandrasaldana@melendez.es,Colombia,Barranquilla,2/5/1963
775,Nydia del Casal,calderoncandelas@calderon-vidal.es,Colombia,Bucaramanga,18/10/1974
776,Danilo Roldán Pol,gabriela43@planas.com,Colombia,Bucaramanga,15/6/1966
777,Gaspar Antonio Múgica Carrasco,arocaelodia@gmail.com,Colombia,Barranquilla,19/8/1995
778,María Carmen Escudero Rodríguez,etelvina45@linares.es,Colombia,Barranquilla,23/9/1964
779,Tomás Comas Collado,rosariosalom@hotmail.com,Colombia,Bogotá,26/3/1967
780,Inmaculada Lopez-Coca,edu26@montana-urrutia.es,Colombia,Barranquilla,13/9/1987
781,Rosalina Mercedes Mínguez Chacón,jriquelme@ugarte-grau.es,Colombia,Bogotá,27/3/1988
782,Maricruz Gimenez,porfirioacedo@alemany.es,Colombia,Bogotá,2/8/1963
783,Fernanda Chaparro Mariño,petronarobledo@gmail.com,Colombia,Bogotá,2/5/1963
784,Benigno Clemente Pina,dperal@camino.com,Colombia,Bogotá,21/5/1984
785,Aníbal Hierro Benítez,wconde@soriano.com,Colombia,Bogotá,15/7/1987
786,Isidora Alcalde Madrid,benitoanton@duran.com,Colombia,Barranquilla,19/10/2005
787,Manola Jordá Valls,teocrespo@yahoo.com,Colombia,Bucaramanga,23/3/1985
788,Ramiro Galán Pérez,rubenespejo@berenguer.es,Colombia,Barranquilla,30/9/1970
789,Samu Pera Rodrigo,cesar11@narvaez-anaya.net,Colombia,Medellín,20/5/1996
790,Anacleto Galán Alba,carmenfranch@hotmail.com,Colombia,Cali,6/11/1977
791,Lucas Arribas Tomás,mirandaciro@aguirre-palacios.org,Colombia,Barranquilla,16/10/1972
792,Pili Portillo Pagès,munozsaturnino@vara.com,Colombia,Medellín,14/7/1985
793,Maristela Arcos Manrique,isabelsierra@bueno.net,Colombia,Barranquilla,26/11/2005
794,Rodrigo Cuevas Valls,vcastro@yahoo.com,Colombia,Cali,8/11/1988
795,Victor Manuel Ponce Haro,corominasclaudia@valencia.com,Colombia,Bucaramanga,18/6/1965
796,Arcelia Sanz Mir,felix14@parra.com,Colombia,Bogotá,19/11/1990
797,Jordi Jaén-Salamanca,torrentsanibal@madrid-quero.es,Colombia,Cali,27/6/1984
798,Sonia Mir,reyesantonia@yahoo.com,Colombia,Bucaramanga,8/6/1962
799,Milagros Amparo Hierro Aguiló,mansoremigio@pujol.net,Colombia,Bucaramanga,24/1/2005
800,Félix Solano Solís,boadageraldo@hotmail.com,Colombia,Bucaramanga,2/1/1989
801,Herberto Mulet,octavio97@tamayo.org,Colombia,Bucaramanga,16/8/1996
802,Joel Coello García,pintobernabe@yahoo.com,Colombia,Medellín,20/1/1974
803,Curro Alsina Rocha,fabiola21@gmail.com,Colombia,Bucaramanga,5/2/1987
804,Eustaquio Sanmiguel Rivas,geronimo01@nogues-martinez.com,Colombia,Cali,19/1/1988
805,Juanita Cuevas Rueda,jagustin@hotmail.com,Colombia,Barranquilla,26/12/2004
806,María Manuela Coca-Morante,contrerasteofila@yahoo.com,Colombia,Medellín,23/1/1981
807,Ruy Ramos Jódar,ocasas@cabanillas-arce.net,Colombia,Bucaramanga,4/12/2006
808,Remedios de Pina,hugo39@pellicer.com,Colombia,Medellín,12/9/1993
809,Pancho Valera Sarmiento,wortiz@hotmail.com,Colombia,Bogotá,21/5/1982
810,Chus Segarra Romero,carolinacanovas@hotmail.com,Colombia,Bucaramanga,5/12/1978
811,Melisa Luque Cabezas,borrasflorentina@reina.es,Colombia,Medellín,2/10/1989
812,Marisa Antúnez,ogalan@yahoo.com,Colombia,Medellín,2/11/1972
813,Beatriz Orozco Simó,xaguilera@gmail.com,Colombia,Medellín,9/5/2004
814,Fabio Ribera-Hernández,aantunez@corral.es,Colombia,Medellín,20/6/1998
815,Dalila Posada Fernández,romeueduardo@hotmail.com,Colombia,Bogotá,9/5/1971
816,Yaiza Monreal Villar,gguardia@cases.es,Colombia,Bucaramanga,10/5/1970
817,Clara Buendía Bueno,oalberdi@coronado.es,Colombia,Medellín,31/5/1968
818,Melisa Palma Estévez,manuelferrer@higueras.com,Colombia,Cali,25/4/1969
819,Melchor Calderón Cantero,campoerasmo@yahoo.com,Colombia,Cali,4/11/1965
820,Jose Miguel Pardo Galiano,tudelanatalia@gmail.com,Colombia,Medellín,21/8/1992
821,Cruz Rivas Perez,lcuevas@yahoo.com,Colombia,Bogotá,3/6/2004
822,Melania Angulo-Carpio,alondra99@hotmail.com,Colombia,Bucaramanga,14/1/1995
823,Benjamín Fernández-Andreu,inocenciopatino@gaya.es,Colombia,Barranquilla,17/3/1965
824,Eloy Llanos Tirado,oliveleandra@mariscal.es,Colombia,Barranquilla,20/7/1976
825,Conrado Lucas Pozo,fito37@salmeron-roda.org,Colombia,Bogotá,7/11/1966
826,Fátima Inés Folch Osorio,sanchoflorencio@gmail.com,Colombia,Bogotá,2/6/1987
827,Marciano Severiano Ortuño Puig,escolanonydia@roman-estevez.es,Colombia,Bogotá,5/3/1974
828,Florencia Codina Miralles,montalbanjaviera@mulet.es,Colombia,Bucaramanga,1/10/1997
829,Guadalupe Luque Garay,lobolilia@benavides.es,Colombia,Medellín,11/12/1972
830,Salvador Uribe Valenzuela,tadeo11@donoso-morillo.es,Colombia,Bogotá,23/12/1960
831,Agapito Modesto Acuña Serrano,prudenciaquevedo@gmail.com,Colombia,Cali,29/5/2003
832,Andrés Soriano Bustamante,leonardo55@yahoo.com,Colombia,Medellín,3/11/1980
833,María José Arévalo Pozuelo,puriarte@gmail.com,Colombia,Bogotá,10/7/1966
834,Dani Asenjo Alarcón,moraledarosalva@ruano.com,Colombia,Medellín,19/8/1984
835,Adela de Jover,asensiomarco@laguna.es,Colombia,Barranquilla,14/2/1971
836,Lupe Serna Carretero,rosalva29@salvador-carvajal.net,Colombia,Bucaramanga,18/11/1992
837,Felipe Tolosa-Gonzalez,maria-dolores41@herrera-fuster.com,Colombia,Barranquilla,19/8/1963
838,Adolfo Garzón,fexposito@gmail.com,Colombia,Bucaramanga,19/9/1999
839,Lola Millán,gcorrea@gmail.com,Colombia,Barranquilla,11/4/1984
840,Jennifer Vilanova Franco,brunolobo@yahoo.com,Colombia,Medellín,7/6/1980
841,Miriam Calatayud-Colom,canetjose-angel@gmail.com,Colombia,Bogotá,7/9/1977
842,Jordán Santamaría Ortiz,blascopaulino@yahoo.com,Colombia,Medellín,17/7/1986
843,Irene Verdejo,sainzleandro@yahoo.com,Colombia,Bogotá,2/9/2003
844,Patricia Rocamora Ferrera,samuelegea@hotmail.com,Colombia,Bogotá,13/11/2000
845,Lorenza Rosselló Canales,dangimenez@baena.org,Colombia,Cali,29/9/1995
846,Emiliano Gonzalo Quiroga,ocadenas@hotmail.com,Colombia,Cali,12/7/1973
847,Rubén Frutos Olivera,macarena01@gmail.com,Colombia,Cali,22/4/1980
848,Che del Baños,nazaretsarabia@alberto.es,Colombia,Barranquilla,12/12/1960
849,Eligio Benítez Donaire,ainoa90@huertas-sureda.com,Colombia,Cali,18/2/1998
850,Silvestre Danilo Zapata Vaquero,matildeburgos@mayo.es,Colombia,Cali,27/5/1983
851,Domitila del Izaguirre,walcalde@yahoo.com,Colombia,Barranquilla,17/9/2004
852,Julie Aurelia Lerma Vives,segismundogimenez@cifuentes.com,Colombia,Cali,18/11/2006
853,Fernanda Fábregas Borrell,rcampoy@sancho.org,Colombia,Bogotá,21/2/1986
854,Hilda Llorente-Mendoza,vinajudith@casado-rossello.es,Colombia,Medellín,11/1/1967
855,Josep Colom Soler,estrella82@torrens-maldonado.com,Colombia,Bogotá,1/6/1990
856,César Luna Casal,amaza@ortuno-abascal.com,Colombia,Cali,13/5/1983
857,Rubén Timoteo Vallés Cortina,eric36@berrocal.com,Colombia,Bucaramanga,16/6/1976
858,Ileana Pujol Cabañas,edelmira42@hotmail.com,Colombia,Medellín,23/6/1981
859,Berta Flores-Ibáñez,tflores@boada-martinez.es,Colombia,Barranquilla,6/4/1989
860,Bruno Zurita Salamanca,adelina56@yahoo.com,Colombia,Medellín,3/12/1990
861,Yago Amor Robledo,encarnacionmate@vigil.com,Colombia,Bogotá,2/4/1986
862,Heriberto Aguado Sevillano,blazquezbartolome@yahoo.com,Colombia,Medellín,23/12/1999
863,Segismundo Manso Tirado,carrionmanu@hotmail.com,Colombia,Medellín,26/6/1973
864,Bienvenida Valbuena,teresacortes@mercader-agudo.es,Colombia,Bogotá,6/2/1964
865,Carmelo Carrillo Vizcaíno,hernandocalleja@amat-vega.es,Colombia,Medellín,27/10/1967
866,Hermenegildo Jose Antonio Espejo Gutierrez,bcasal@gmail.com,Colombia,Medellín,4/3/1969
867,Che de Tamayo,luis-miguel19@yahoo.com,Colombia,Medellín,4/4/1978
868,Gabriela Campo Simó,bcolomer@yahoo.com,Colombia,Bucaramanga,4/12/1997
869,Adelina Mateo Aragón,pachecoemilio@yahoo.com,Colombia,Medellín,25/2/1960
870,Gastón Valle Vaquero,vanesa86@barros.es,Colombia,Cali,22/1/1969
871,Ruben Mateo-Prada,epenas@escribano.org,Colombia,Cali,1/8/1981
872,Marisa Oliveras-Quintanilla,andreureyes@cuenca.com,Colombia,Medellín,14/12/1991
873,Pía Guardiola Guzmán,luisaplana@baro-barrio.org,Colombia,Bucaramanga,28/6/1964
874,Rafaela Perelló Andreu,candido76@folch.org,Colombia,Barranquilla,22/9/2005
875,Daniel Cosme Cáceres Roura,amadoreva@barcena.com,Colombia,Bucaramanga,19/4/1987
876,Magdalena Bello-Niño,nfalcon@saez.es,Colombia,Cali,7/2/1964
877,Inmaculada Peñalver Belda,micaelavillar@cabrero-carranza.es,Colombia,Barranquilla,18/6/2000
878,Eusebia de Goicoechea,rosario51@gmail.com,Colombia,Bucaramanga,25/11/1995
879,Dalila Villaverde-Vall,ibarbera@hotmail.com,Colombia,Medellín,1/8/1991
880,Nacho Andrés-Antúnez,mjulian@yahoo.com,Colombia,Bucaramanga,6/6/1973
881,Salomé del Barrios,zbeltran@aranda.es,Colombia,Bogotá,10/2/1992
882,Elpidio Arnaiz Calvet,overa@ordonez.org,Colombia,Bucaramanga,19/4/1963
883,Roldán Ferrández Pinilla,yazorin@casares-ropero.es,Colombia,Medellín,2/5/1989
884,Vidal Pedro Ortiz,ulises03@briones.com,Colombia,Medellín,8/1/1996
885,Amalia Alcolea-Iborra,barberaedmundo@escribano-lumbreras.com,Colombia,Medellín,11/7/2000
886,Esteban de Puga,benitezcarmelo@yahoo.com,Colombia,Bogotá,11/7/2007
887,Viviana Giménez Salcedo,melisa84@hotmail.com,Colombia,Bogotá,26/9/1977
888,Octavia Vara Calvet,valentina69@losa-bermudez.net,Colombia,Barranquilla,22/3/1975
889,Raimundo Leonel Galvez Casado,andres-felipegutierrez@hotmail.com,Colombia,Barranquilla,30/5/1990
890,Agustín Valenzuela Aragón,dionisia64@gmail.com,Colombia,Cali,9/1/2001
891,Leocadia Alfonso Piñeiro,oarregui@gmail.com,Colombia,Medellín,9/6/2004
892,Luisina Badía Mayol,amancio95@gascon-amoros.es,Colombia,Bogotá,2/6/1963
893,Leonel Pons Madrigal,qvillena@gmail.com,Colombia,Barranquilla,29/9/1975
894,Wilfredo Alcántara Lozano,iborramaria-manuela@hotmail.com,Colombia,Bucaramanga,24/5/1998
895,Alma Lledó Pardo,micaela90@gmail.com,Colombia,Barranquilla,30/6/2004
896,Socorro Lamas Escamilla,calemany@gmail.com,Colombia,Barranquilla,11/12/1983
897,Merche Gibert Real,lloretteofila@miralles.com,Colombia,Bogotá,28/4/1978
898,Toño Uría-Castejón,eugenioayala@carbo.com,Colombia,Bogotá,5/1/1994
899,Marina Molins Arnaiz,jovejose-angel@osuna.com,Colombia,Medellín,17/12/1966
