Nombre,Email,Pais,Ciudad,Fecha_cumpleaños
Hipólito Amador Álvarez,fjimenez@gmail.com,Colombia,Barranquilla,1970-12-22
Calixto Ciriaco Jaume Borrás,saturnino20@morell.com,Colombia,Barranquilla,1966-04-02
Bibiana Rey Morante,dcarrillo@gmail.com,Colombia,Cali,2000-02-27
Cándida Ureña-Verdugo,leonbenjamin@yahoo.com,Colombia,Bucaramanga,1987-03-26
Jose Antonio Andres Ramón,leoncasandra@cadenas.org,Colombia,Medellín,1965-03-29
Clara Cisneros,merchehigueras@hotmail.com,Colombia,Bogotá,1990-04-10
Aarón Sobrino Mancebo,barrenaafrica@llano-iglesia.es,Colombia,Barranquilla,1974-01-04
Sol Vicens-Lucena,mamenbecerra@borras-prats.com,Colombia,Bucaramanga,1997-05-26
Valentín Rosales-Galvez,fabiola47@yahoo.com,Colombia,Bogotá,1981-06-02
Clementina Segura Moya,flaviaabril@tamayo.com,Colombia,Barranquilla,2006-12-05
Rafaela Pozo Bertrán,salgadohortensia@osorio.es,Colombia,Cali,2006-12-18
Bernabé Sevillano Pellicer,oagusti@aller.net,Colombia,Bucaramanga,2002-01-29
Sancho Plinio Giner Guillén,angelino47@hotmail.com,Colombia,Bogotá,1972-11-15
Aura Lobato Vall,carminaferrer@hotmail.com,Colombia,Cali,1999-07-22
Ramón Bas Castejón,socorrozabala@hotmail.com,Colombia,Bucaramanga,2005-09-01
Osvaldo Iriarte Santiago,uazorin@ramirez-lledo.com,Colombia,Medellín,1984-02-17
Purificación Arranz,lobozaida@sanchez-molina.com,Colombia,Barranquilla,1982-04-23
Valerio Amaya Gonzalez,iborraharoldo@gmail.com,Colombia,Medellín,1963-10-22
Alberto Tena Rosales,priscila43@saenz.es,Colombia,Bucaramanga,1994-11-23
Angelino del Bustos,boadabenjamin@gmail.com,Colombia,Bogotá,2006-09-18
Rosendo Castell Barrio,mataemiliana@hotmail.com,Colombia,Barranquilla,1966-06-17
Lino Azorin Mariño,nbaez@yahoo.com,Colombia,Barranquilla,2004-06-04
Adelina Jenny Plana Simó,nicolasflorina@hotmail.com,Colombia,Cali,1994-09-23
Maristela Fernández Campoy,bauzadorita@cases.org,Colombia,Medellín,1992-04-16
Isidora Cayetana Herrero Cervantes,castellmateo@ruano.org,Colombia,Medellín,1991-06-26
Marcial Francisco Javier Manuel Peinado,baudeliogamez@ballester.net,Colombia,Bucaramanga,1973-03-24
Francisco Fajardo Tamarit,reyes99@yahoo.com,Colombia,Bucaramanga,1981-11-22
Baldomero Santos Arnal,zoraidaacevedo@hotmail.com,Colombia,Bogotá,1975-03-15
Matilde Garcés Haro,noemi63@yahoo.com,Colombia,Bogotá,1984-03-21
Angelino Pallarès Andrés,luis-angelsacristan@palomino.com,Colombia,Bucaramanga,1978-11-12
Damián Juárez Dávila,gasparferrandez@gmail.com,Colombia,Bogotá,1966-06-02
Severo Cervantes Pinilla,humberto47@pelayo.com,Colombia,Bogotá,1963-12-24
Calixto Castrillo Falcó,uperello@roman.net,Colombia,Bogotá,1969-08-22
Delia Baeza Losada,ugallart@sosa.com,Colombia,Cali,1985-12-10
Florentina Valenzuela,modestopereira@hotmail.com,Colombia,Bucaramanga,1993-03-15
Edelmira Quero Arce,teresafranco@guitart-priego.net,Colombia,Bogotá,1985-03-11
Camila Perelló-Iñiguez,maricruzblasco@sales-villena.es,Colombia,Cali,1962-05-01
Loida Navarrete Rojas,arosell@yahoo.com,Colombia,Medellín,1978-02-09
Aitana Escobar Sala,filomena15@marino.com,Colombia,Barranquilla,1966-03-24
Andrés Felipe Palomino Arenas,haroldo54@llobet-farre.com,Colombia,Medellín,1979-11-29
Sergio Fulgencio Quintero Ramirez,wvila@puga.net,Colombia,Barranquilla,1975-06-09
Maristela Solís,maxima15@gmail.com,Colombia,Cali,2007-01-10
Clementina Ródenas Sandoval,emilio92@agusti-valero.es,Colombia,Barranquilla,1988-01-20
Noelia Quintanilla Marí,antonagata@gmail.com,Colombia,Bucaramanga,1998-03-13
Zaira María Fernanda Portillo Piquer,ibartolome@fabra-taboada.com,Colombia,Bucaramanga,1990-04-04
Arturo Che Calvet Elías,lamor@banos.org,Colombia,Barranquilla,1979-05-05
Anastasia Sanz,aura02@reig-portillo.com,Colombia,Barranquilla,1996-01-14
Judith Bayona Porcel,sabinafuster@rosell-taboada.com,Colombia,Bucaramanga,1973-05-05
Otilia Segarra,adrianclavero@yahoo.com,Colombia,Bucaramanga,2000-09-09
Juan José del Tudela,variza@gmail.com,Colombia,Medellín,1990-08-01
Odalis Martorell Portillo,libanez@rosales.com,Colombia,Medellín,2007-01-27
Dimas Cruz Llanos,gayavioleta@yahoo.com,Colombia,Bucaramanga,1997-02-24
Gerónimo Benito Calzada,ksanmartin@yahoo.com,Colombia,Bogotá,1962-07-27
Alba Beltran Serrano,marcia63@yahoo.com,Colombia,Cali,1976-08-01
Pedro Cerezo Morillo,eserra@gmail.com,Colombia,Medellín,1989-04-26
Jonatan Lorenzo Cuéllar,cabreragalo@casanova-portillo.com,Colombia,Cali,1960-04-17
Carmelo Saez-Palma,lidiaaramburu@garzon.com,Colombia,Medellín,1980-07-06
Amaya Acuña Atienza,ursulaiborra@yahoo.com,Colombia,Barranquilla,1965-10-01
Humberto Anaya Alcaraz,irmabarroso@gmail.com,Colombia,Cali,2004-09-21
Porfirio Diego Arregui,morillomohamed@hotmail.com,Colombia,Barranquilla,1973-08-16
Gertrudis del Carrillo,curropalacios@duran-alcolea.es,Colombia,Barranquilla,1986-01-06
Jenaro Gimeno,florentina95@bautista.es,Colombia,Medellín,2000-04-13
Aroa Duarte Infante,evangelina62@echevarria-monreal.es,Colombia,Bogotá,1960-09-24
Zaida Marisol Sanchez Piñeiro,guerreroalfonso@casanova.es,Colombia,Bogotá,1964-12-07
Bruno Perera Valenzuela,evaristopena@gmail.com,Colombia,Barranquilla,2000-03-25
Pepita Mulet Cañete,fidela08@yahoo.com,Colombia,Bucaramanga,1961-02-21
Teo del Noriega,calistabalaguer@hurtado.es,Colombia,Bucaramanga,2002-05-22
Anacleto Tur Becerra,cidhernando@bravo.net,Colombia,Medellín,1964-11-06
Paola Solera Merino,jose-ignaciorodrigo@ibarra.org,Colombia,Cali,1973-03-27
Tomás Teruel-Bernal,kpina@yahoo.com,Colombia,Medellín,1993-12-01
Paulina Iris Costa Toledo,froma@corominas-echevarria.org,Colombia,Barranquilla,1980-05-05
Elodia Perez Terrón,elias73@falco.com,Colombia,Bogotá,1987-01-23
Gertrudis Perea Plana,felipa91@yahoo.com,Colombia,Barranquilla,1985-09-19
Candelas Ferrera-Rubio,araceli75@hotmail.com,Colombia,Barranquilla,1985-10-02
Paulina Huerta Herrera,pardoevangelina@hotmail.com,Colombia,Medellín,2004-10-30
Eladio Sarabia Colom,eligiacuellar@gmail.com,Colombia,Bogotá,1965-10-24
Gisela Bernat Villegas,bdaza@matas-valle.es,Colombia,Cali,1987-07-17
Baltasar Ocaña Clavero,marianelapuig@hotmail.com,Colombia,Bogotá,1970-12-28
Abigaíl Caballero Becerra,umaldonado@yahoo.com,Colombia,Bucaramanga,1985-01-10
Pastor Cañizares Figuerola,anicanet@yahoo.com,Colombia,Bucaramanga,1973-03-16
Reinaldo España Feliu,osaez@hotmail.com,Colombia,Medellín,1970-11-02
Eugenio Boada Pina,bernardo50@guitart.com,Colombia,Bucaramanga,1977-08-21
Nazaret Arnaiz Caballero,penaelisa@larranaga.es,Colombia,Bogotá,1984-10-05
Estela Heras Paniagua,wbarcelo@yahoo.com,Colombia,Cali,1990-08-16
Paola Chamorro Amigó,juana35@talavera-villa.es,Colombia,Bucaramanga,2002-12-14
Adriana Palomino Arroyo,mguillen@yahoo.com,Colombia,Cali,2001-03-21
Félix Roman Tamayo,mmarin@clemente.com,Colombia,Bogotá,1965-06-16
Sigfrido Nicodemo Solera Diéguez,toledogloria@hotmail.com,Colombia,Cali,1973-12-07
Renato Borrás Camacho,cuetoursula@yahoo.com,Colombia,Cali,1978-08-11
Plácido del Tamayo,agatatellez@mendez.com,Colombia,Medellín,1985-07-02
Tatiana del Guijarro,david41@borrell.net,Colombia,Bucaramanga,1984-07-22
Teodosio Millán Pinto,bernabe98@pons.es,Colombia,Medellín,2005-10-04
Juan Bautista Girona Campillo,sernamaximiano@gmail.com,Colombia,Barranquilla,1993-07-18
Brunilda Luque Coello,martin81@tejera-garriga.es,Colombia,Barranquilla,1985-03-02
Sandalio Mínguez Corominas,juanitabadia@torrent.es,Colombia,Barranquilla,1970-05-13
Leocadio Poza Nebot,wolive@yahoo.com,Colombia,Bucaramanga,1995-06-14
Epifanio Pablo Ferrero Prada,moisesbalaguer@mateu.com,Colombia,Barranquilla,1992-05-12
Vidal Camilo Gallego Gibert,paredeslucila@cal.es,Colombia,Bogotá,1966-01-25
Juana Escobar Badía,dorita62@quintero.com,Colombia,Bucaramanga,1992-10-12
Omar Marc Duque Perez,rpina@salgado.com,Colombia,Bucaramanga,1967-11-02
Miguela Vergara Gomila,sllanos@busquets.es,Colombia,Medellín,1998-06-01
Augusto Morell Bartolomé,zaller@torres.com,Colombia,Bucaramanga,1967-07-08
Tomás Escolano Adadia,donato02@hotmail.com,Colombia,Bogotá,1970-07-02
Lisandro Jerez Arana,velascomarc@duarte-rocha.com,Colombia,Bogotá,1962-09-03
Yolanda Marcos,coronatrujillo@hotmail.com,Colombia,Bucaramanga,1983-06-29
Lupita Lina Gallego Cabeza,angelinofabra@mari.com,Colombia,Medellín,1983-12-19
Bernardo Roca-Benavente,rico26@yahoo.com,Colombia,Bucaramanga,2005-07-27
Nélida Clemente Frías,evita35@vidal.com,Colombia,Cali,1989-01-14
Alba Huertas Berenguer,canetisaura@hotmail.com,Colombia,Bogotá,1981-12-11
Gerardo Múgica Llano,leocadioagustin@pi.es,Colombia,Medellín,1967-12-08
Juan José Medina Tovar,juanita94@linares.com,Colombia,Cali,1986-01-15
Francisco Jose Quevedo Tapia,agapito82@cases.org,Colombia,Cali,2003-01-11
Olga Ibañez Ripoll,valentinotero@yahoo.com,Colombia,Cali,1988-08-22
Paca Granados,mayoralsantos@yahoo.com,Colombia,Medellín,1964-12-09
Pánfilo Heredia Bueno,blazquezmar@urena-alarcon.es,Colombia,Cali,1993-05-29
Noa Casanovas,falconvisitacion@hotmail.com,Colombia,Bucaramanga,1988-06-13
Pilar del Hidalgo,rdomingo@gomila.es,Colombia,Bucaramanga,1983-07-29
Héctor Valbuena Pinilla,daniel53@carranza.es,Colombia,Bucaramanga,1974-01-11
Rafa Prada Gelabert,sierratecla@hotmail.com,Colombia,Barranquilla,1983-09-28
Mario Seguí Moya,custodio05@hotmail.com,Colombia,Barranquilla,1983-08-28
Aureliano Rosa Téllez,angelaroa@reig.es,Colombia,Medellín,2004-03-19
Daniel Sosa-Prats,panfilo62@hotmail.com,Colombia,Bucaramanga,1989-05-17
Candelaria Chaves Otero,palomarsol@hotmail.com,Colombia,Bogotá,1972-06-06
Alex Bonifacio Prat Robledo,cuetogriselda@gmail.com,Colombia,Bucaramanga,1977-08-14
Humberto Torrijos Valbuena,maricruz68@porcel.com,Colombia,Bucaramanga,1970-02-12
Leyre Alcalde Guzmán,timoteo90@tenorio-mancebo.org,Colombia,Medellín,1988-09-20
Martin de Vidal,lisandrocardona@huertas-romeu.net,Colombia,Medellín,1966-07-18
María Jesús Escudero,jenarocarreno@quero.org,Colombia,Cali,1988-07-16
Mario Flores Bou,hramon@guardia-girona.es,Colombia,Bogotá,1963-09-15
Inmaculada Aznar,leonprudencio@yahoo.com,Colombia,Barranquilla,1987-12-25
Feliciano de Espada,azoringertrudis@montoya.es,Colombia,Barranquilla,1966-05-22
Catalina Iniesta Tur,marco11@hotmail.com,Colombia,Cali,1997-01-29
Fito Palomo Pardo,florentinallorente@gmail.com,Colombia,Barranquilla,1966-10-08
Maxi Carreño Armengol,juliesalinas@benavides.es,Colombia,Barranquilla,1991-10-20
Juanito Corral,gregorioripoll@iriarte.es,Colombia,Barranquilla,1964-02-20
Hortensia Zabaleta Vara,elenalledo@castello.com,Colombia,Bogotá,1986-07-31
Noa Vilanova Benavides,yvergara@portero.net,Colombia,Barranquilla,1970-06-02
Concha Agullo-Vilalta,marcio34@hotmail.com,Colombia,Medellín,1967-08-21
Dani Arroyo Gárate,colomersol@yahoo.com,Colombia,Bucaramanga,1963-01-14
Sergio de Carmona,evelia95@blanco-laguna.com,Colombia,Medellín,1979-08-07
Amparo Alarcón Pagès,gabriel40@camino.net,Colombia,Barranquilla,1981-08-06
Cristian Prats-Cortés,lunaroura@yahoo.com,Colombia,Medellín,1965-11-27
Carolina Segovia Esteban,clotildetrujillo@escribano.org,Colombia,Medellín,1986-05-10
Cecilia Anastasia Clemente Bello,walterquevedo@gmail.com,Colombia,Medellín,1960-05-02
Armida Florinda Plana Almansa,arranzeligio@blanes.com,Colombia,Cali,1960-03-03
Kike Nevado Blázquez,alexandrasaldana@melendez.es,Colombia,Barranquilla,1963-05-02
Nydia del Casal,calderoncandelas@calderon-vidal.es,Colombia,Bucaramanga,1974-10-18
Danilo Roldán Pol,gabriela43@planas.com,Colombia,Bucaramanga,1966-06-15
Gaspar Antonio Múgica Carrasco,arocaelodia@gmail.com,Colombia,Barranquilla,1995-08-19
María Carmen Escudero Rodríguez,etelvina45@linares.es,Colombia,Barranquilla,1964-09-23
Tomás Comas Collado,rosariosalom@hotmail.com,Colombia,Bogotá,1967-03-26
Inmaculada Lopez-Coca,edu26@montana-urrutia.es,Colombia,Barranquilla,1987-09-13
Rosalina Mercedes Mínguez Chacón,jriquelme@ugarte-grau.es,Colombia,Bogotá,1988-03-27
Maricruz Gimenez,porfirioacedo@alemany.es,Colombia,Bogotá,1963-08-02
Fernanda Chaparro Mariño,petronarobledo@gmail.com,Colombia,Bogotá,1963-05-02
Benigno Clemente Pina,dperal@camino.com,Colombia,Bogotá,1984-05-21
Aníbal Hierro Benítez,wconde@soriano.com,Colombia,Bogotá,1987-07-15
Isidora Alcalde Madrid,benitoanton@duran.com,Colombia,Barranquilla,2005-10-19
Manola Jordá Valls,teocrespo@yahoo.com,Colombia,Bucaramanga,1985-03-23
Ramiro Galán Pérez,rubenespejo@berenguer.es,Colombia,Barranquilla,1970-09-30
Samu Pera Rodrigo,cesar11@narvaez-anaya.net,Colombia,Medellín,1996-05-20
Anacleto Galán Alba,carmenfranch@hotmail.com,Colombia,Cali,1977-11-06
Lucas Arribas Tomás,mirandaciro@aguirre-palacios.org,Colombia,Barranquilla,1972-10-16
Pili Portillo Pagès,munozsaturnino@vara.com,Colombia,Medellín,1985-07-14
Maristela Arcos Manrique,isabelsierra@bueno.net,Colombia,Barranquilla,2005-11-26
Rodrigo Cuevas Valls,vcastro@yahoo.com,Colombia,Cali,1988-11-08
Victor Manuel Ponce Haro,corominasclaudia@valencia.com,Colombia,Bucaramanga,1965-06-18
Arcelia Sanz Mir,felix14@parra.com,Colombia,Bogotá,1990-11-19
Jordi Jaén-Salamanca,torrentsanibal@madrid-quero.es,Colombia,Cali,1984-06-27
Sonia Mir,reyesantonia@yahoo.com,Colombia,Bucaramanga,1962-06-08
Milagros Amparo Hierro Aguiló,mansoremigio@pujol.net,Colombia,Bucaramanga,2005-01-24
Félix Solano Solís,boadageraldo@hotmail.com,Colombia,Bucaramanga,1989-01-02
Herberto Mulet,octavio97@tamayo.org,Colombia,Bucaramanga,1996-08-16
Joel Coello García,pintobernabe@yahoo.com,Colombia,Medellín,1974-01-20
Curro Alsina Rocha,fabiola21@gmail.com,Colombia,Bucaramanga,1987-02-05
Eustaquio Sanmiguel Rivas,geronimo01@nogues-martinez.com,Colombia,Cali,1988-01-19
Juanita Cuevas Rueda,jagustin@hotmail.com,Colombia,Barranquilla,2004-12-26
María Manuela Coca-Morante,contrerasteofila@yahoo.com,Colombia,Medellín,1981-01-23
Ruy Ramos Jódar,ocasas@cabanillas-arce.net,Colombia,Bucaramanga,2006-12-04
Remedios de Pina,hugo39@pellicer.com,Colombia,Medellín,1993-09-12
Pancho Valera Sarmiento,wortiz@hotmail.com,Colombia,Bogotá,1982-05-21
Chus Segarra Romero,carolinacanovas@hotmail.com,Colombia,Bucaramanga,1978-12-05
Melisa Luque Cabezas,borrasflorentina@reina.es,Colombia,Medellín,1989-10-02
Marisa Antúnez,ogalan@yahoo.com,Colombia,Medellín,1972-11-02
Beatriz Orozco Simó,xaguilera@gmail.com,Colombia,Medellín,2004-05-09
Fabio Ribera-Hernández,aantunez@corral.es,Colombia,Medellín,1998-06-20
Dalila Posada Fernández,romeueduardo@hotmail.com,Colombia,Bogotá,1971-05-09
Yaiza Monreal Villar,gguardia@cases.es,Colombia,Bucaramanga,1970-05-10
Clara Buendía Bueno,oalberdi@coronado.es,Colombia,Medellín,1968-05-31
Melisa Palma Estévez,manuelferrer@higueras.com,Colombia,Cali,1969-04-25
Melchor Calderón Cantero,campoerasmo@yahoo.com,Colombia,Cali,1965-11-04
Jose Miguel Pardo Galiano,tudelanatalia@gmail.com,Colombia,Medellín,1992-08-21
Cruz Rivas Perez,lcuevas@yahoo.com,Colombia,Bogotá,2004-06-03
Melania Angulo-Carpio,alondra99@hotmail.com,Colombia,Bucaramanga,1995-01-14
Benjamín Fernández-Andreu,inocenciopatino@gaya.es,Colombia,Barranquilla,1965-03-17
Eloy Llanos Tirado,oliveleandra@mariscal.es,Colombia,Barranquilla,1976-07-20
Conrado Lucas Pozo,fito37@salmeron-roda.org,Colombia,Bogotá,1966-11-07
Fátima Inés Folch Osorio,sanchoflorencio@gmail.com,Colombia,Bogotá,1987-06-02
Marciano Severiano Ortuño Puig,escolanonydia@roman-estevez.es,Colombia,Bogotá,1974-03-05
Florencia Codina Miralles,montalbanjaviera@mulet.es,Colombia,Bucaramanga,1997-10-01
Guadalupe Luque Garay,lobolilia@benavides.es,Colombia,Medellín,1972-12-11
Salvador Uribe Valenzuela,tadeo11@donoso-morillo.es,Colombia,Bogotá,1960-12-23
Agapito Modesto Acuña Serrano,prudenciaquevedo@gmail.com,Colombia,Cali,2003-05-29
Andrés Soriano Bustamante,leonardo55@yahoo.com,Colombia,Medellín,1980-11-03
María José Arévalo Pozuelo,puriarte@gmail.com,Colombia,Bogotá,1966-07-10
Dani Asenjo Alarcón,moraledarosalva@ruano.com,Colombia,Medellín,1984-08-19
Adela de Jover,asensiomarco@laguna.es,Colombia,Barranquilla,1971-02-14
Lupe Serna Carretero,rosalva29@salvador-carvajal.net,Colombia,Bucaramanga,1992-11-18
Felipe Tolosa-Gonzalez,maria-dolores41@herrera-fuster.com,Colombia,Barranquilla,1963-08-19
Adolfo Garzón,fexposito@gmail.com,Colombia,Bucaramanga,1999-09-19
Lola Millán,gcorrea@gmail.com,Colombia,Barranquilla,1984-04-11
Jennifer Vilanova Franco,brunolobo@yahoo.com,Colombia,Medellín,1980-06-07
Miriam Calatayud-Colom,canetjose-angel@gmail.com,Colombia,Bogotá,1977-09-07
Jordán Santamaría Ortiz,blascopaulino@yahoo.com,Colombia,Medellín,1986-07-17
Irene Verdejo,sainzleandro@yahoo.com,Colombia,Bogotá,2003-09-02
Patricia Rocamora Ferrera,samuelegea@hotmail.com,Colombia,Bogotá,2000-11-13
Lorenza Rosselló Canales,dangimenez@baena.org,Colombia,Cali,1995-09-29
Emiliano Gonzalo Quiroga,ocadenas@hotmail.com,Colombia,Cali,1973-07-12
Rubén Frutos Olivera,macarena01@gmail.com,Colombia,Cali,1980-04-22
Che del Baños,nazaretsarabia@alberto.es,Colombia,Barranquilla,1960-12-12
Eligio Benítez Donaire,ainoa90@huertas-sureda.com,Colombia,Cali,1998-02-18
Silvestre Danilo Zapata Vaquero,matildeburgos@mayo.es,Colombia,Cali,1983-05-27
Domitila del Izaguirre,walcalde@yahoo.com,Colombia,Barranquilla,2004-09-17
Julie Aurelia Lerma Vives,segismundogimenez@cifuentes.com,Colombia,Cali,2006-11-18
Fernanda Fábregas Borrell,rcampoy@sancho.org,Colombia,Bogotá,1986-02-21
Hilda Llorente-Mendoza,vinajudith@casado-rossello.es,Colombia,Medellín,1967-01-11
Josep Colom Soler,estrella82@torrens-maldonado.com,Colombia,Bogotá,1990-06-01
César Luna Casal,amaza@ortuno-abascal.com,Colombia,Cali,1983-05-13
Rubén Timoteo Vallés Cortina,eric36@berrocal.com,Colombia,Bucaramanga,1976-06-16
Ileana Pujol Cabañas,edelmira42@hotmail.com,Colombia,Medellín,1981-06-23
Berta Flores-Ibáñez,tflores@boada-martinez.es,Colombia,Barranquilla,1989-04-06
Bruno Zurita Salamanca,adelina56@yahoo.com,Colombia,Medellín,1990-12-03
Yago Amor Robledo,encarnacionmate@vigil.com,Colombia,Bogotá,1986-04-02
Heriberto Aguado Sevillano,blazquezbartolome@yahoo.com,Colombia,Medellín,1999-12-23
Segismundo Manso Tirado,carrionmanu@hotmail.com,Colombia,Medellín,1973-06-26
Bienvenida Valbuena,teresacortes@mercader-agudo.es,Colombia,Bogotá,1964-02-06
Carmelo Carrillo Vizcaíno,hernandocalleja@amat-vega.es,Colombia,Medellín,1967-10-27
Hermenegildo Jose Antonio Espejo Gutierrez,bcasal@gmail.com,Colombia,Medellín,1969-03-04
Che de Tamayo,luis-miguel19@yahoo.com,Colombia,Medellín,1978-04-04
Gabriela Campo Simó,bcolomer@yahoo.com,Colombia,Bucaramanga,1997-12-04
Adelina Mateo Aragón,pachecoemilio@yahoo.com,Colombia,Medellín,1960-02-25
Gastón Valle Vaquero,vanesa86@barros.es,Colombia,Cali,1969-01-22
Ruben Mateo-Prada,epenas@escribano.org,Colombia,Cali,1981-08-01
Marisa Oliveras-Quintanilla,andreureyes@cuenca.com,Colombia,Medellín,1991-12-14
Pía Guardiola Guzmán,luisaplana@baro-barrio.org,Colombia,Bucaramanga,1964-06-28
Rafaela Perelló Andreu,candido76@folch.org,Colombia,Barranquilla,2005-09-22
Daniel Cosme Cáceres Roura,amadoreva@barcena.com,Colombia,Bucaramanga,1987-04-19
Magdalena Bello-Niño,nfalcon@saez.es,Colombia,Cali,1964-02-07
Inmaculada Peñalver Belda,micaelavillar@cabrero-carranza.es,Colombia,Barranquilla,2000-06-18
Eusebia de Goicoechea,rosario51@gmail.com,Colombia,Bucaramanga,1995-11-25
Dalila Villaverde-Vall,ibarbera@hotmail.com,Colombia,Medellín,1991-08-01
Nacho Andrés-Antúnez,mjulian@yahoo.com,Colombia,Bucaramanga,1973-06-06
Salomé del Barrios,zbeltran@aranda.es,Colombia,Bogotá,1992-02-10
Elpidio Arnaiz Calvet,overa@ordonez.org,Colombia,Bucaramanga,1963-04-19
Roldán Ferrández Pinilla,yazorin@casares-ropero.es,Colombia,Medellín,1989-05-02
Vidal Pedro Ortiz,ulises03@briones.com,Colombia,Medellín,1996-01-08
Amalia Alcolea-Iborra,barberaedmundo@escribano-lumbreras.com,Colombia,Medellín,2000-07-11
Esteban de Puga,benitezcarmelo@yahoo.com,Colombia,Bogotá,2007-07-11
Viviana Giménez Salcedo,melisa84@hotmail.com,Colombia,Bogotá,1977-09-26
Octavia Vara Calvet,valentina69@losa-bermudez.net,Colombia,Barranquilla,1975-03-22
Raimundo Leonel Galvez Casado,andres-felipegutierrez@hotmail.com,Colombia,Barranquilla,1990-05-30
Agustín Valenzuela Aragón,dionisia64@gmail.com,Colombia,Cali,2001-01-09
Leocadia Alfonso Piñeiro,oarregui@gmail.com,Colombia,Medellín,2004-06-09
Luisina Badía Mayol,amancio95@gascon-amoros.es,Colombia,Bogotá,1963-06-02
Leonel Pons Madrigal,qvillena@gmail.com,Colombia,Barranquilla,1975-09-29
Wilfredo Alcántara Lozano,iborramaria-manuela@hotmail.com,Colombia,Bucaramanga,1998-05-24
Alma Lledó Pardo,micaela90@gmail.com,Colombia,Barranquilla,2004-06-30
Socorro Lamas Escamilla,calemany@gmail.com,Colombia,Barranquilla,1983-12-11
Merche Gibert Real,lloretteofila@miralles.com,Colombia,Bogotá,1978-04-28
Toño Uría-Castejón,eugenioayala@carbo.com,Colombia,Bogotá,1994-01-05
Marina Molins Arnaiz,jovejose-angel@osuna.com,Colombia,Medellín,1966-12-17
José Luis Salcedo Carbajo,herminiomoreno@pera.es,Colombia,Bucaramanga,1961-03-18
María Dolores Palomino Naranjo,adoracion49@gmail.com,Colombia,Bucaramanga,1962-07-26
Carlito Xavier Amigó Camino,ariadna89@nunez.com,Colombia,Cali,2003-09-17
Antonio Gomez Vara,alamonazaret@gmail.com,Colombia,Medellín,1995-03-22
Isabela Molins,piedadmarcos@gmail.com,Colombia,Bogotá,1984-02-29
Javier del Carlos,xredondo@ortiz.com,Colombia,Barranquilla,1992-06-23
Crescencia Jacinta Riquelme Gras,maxiramon@cervera.es,Colombia,Bogotá,1965-01-28
Ignacia Vazquez Colomer,trinidadescolano@yahoo.com,Colombia,Bucaramanga,1967-10-02
Dorotea Soriano Cabrero,rosadoamado@diaz.es,Colombia,Barranquilla,1968-03-15
Obdulia Hernández Marcos,teofila59@campos.es,Colombia,Bucaramanga,2002-06-17
Perla Ruano Mancebo,macarenaespanol@hotmail.com,Colombia,Bogotá,1960-01-23
Martina Pelayo-Santana,valentin28@hotmail.com,Colombia,Cali,1966-02-15
Eustaquio del Nogueira,umachado@montalban-escalona.com,Colombia,Medellín,1973-11-13
Lorenza Lobo Miralles,lucas21@llanos-torrecilla.es,Colombia,Bogotá,1979-03-01
Marcio Camino-Guardiola,clementegabaldon@hotmail.com,Colombia,Bogotá,2000-04-02
Victor Manuel Ferrero Agudo,peiroherminio@yahoo.com,Colombia,Cali,1989-10-20
Begoña Santiago,carreterovictor@yahoo.com,Colombia,Bucaramanga,1965-06-11
Emilio Carnero Otero,luciabenavente@crespi-vendrell.es,Colombia,Bogotá,2002-06-12
Nerea Benavent,rossellocornelio@hotmail.com,Colombia,Cali,1997-07-07
Maximiliano Aguiló Hoyos,rgimeno@lara.com,Colombia,Medellín,1993-05-02
Blas Conrado Borrego Villalonga,rovirabonifacio@gallardo-enriquez.com,Colombia,Barranquilla,1977-06-07
Fortunata Melania Guitart Oller,saturninamarin@gmail.com,Colombia,Bogotá,1992-07-16
Rosalinda Poza Palau,clemente31@yahoo.com,Colombia,Barranquilla,1981-09-03
Natanael del Carmona,qmontana@olivera.es,Colombia,Cali,1992-06-13
María Carmen Requena Guitart,julio83@barrera-moraleda.org,Colombia,Medellín,1986-03-01
Imelda Pujadas Juliá,amalia35@arroyo.es,Colombia,Bogotá,1970-11-12
Clarisa de Murcia,almazannidia@bosch-minguez.es,Colombia,Medellín,1962-11-18
Clementina Paredes,pilipriego@grande.es,Colombia,Bucaramanga,1974-03-16
Paula de Alcalde,zuritacristian@puga.com,Colombia,Barranquilla,1961-03-07
Maximiano de Aragón,pinagabriela@yahoo.com,Colombia,Bucaramanga,1977-11-26
Antonio Benavent Vargas,alcoleamanuelita@hotmail.com,Colombia,Bucaramanga,1999-07-23
Charo Miguel Morales,matasleocadio@yahoo.com,Colombia,Bucaramanga,1977-07-07
Jovita Peñas-Manuel,gironsantos@hotmail.com,Colombia,Bogotá,1978-11-20
Lilia de Piñeiro,xprada@campoy.com,Colombia,Bogotá,1975-04-30
Flora Tapia Canales,ernesto11@hotmail.com,Colombia,Bucaramanga,1992-11-11
Diana Blanes-Cid,uzabala@hotmail.com,Colombia,Cali,1993-02-08
Hernán Merino-Nebot,montoyajennifer@ramos.net,Colombia,Bucaramanga,1993-07-17
Modesta Gutiérrez Montserrat,jvilar@hotmail.com,Colombia,Bogotá,1988-07-01
Godofredo Castejón Alcalde,delgadohector@carballo-arias.es,Colombia,Cali,2002-02-21
Lara Chaves,sagullo@gmail.com,Colombia,Cali,2005-07-31
Juan Carlos Mora-Peral,luis-angelzabala@fuente.org,Colombia,Cali,1973-11-11
